,Over_Plain,Under_Plain,Over_Budget,Under_Budget,Over_Age,Under_Age
1992,0.4451227434694711,0.9538487042498368,0.60895204993830221,0.9078566961164598,0.5201763073356657,0.9358490594229588
1993,0.5113203154233312,0.9386885205272246,0.46089387174587376,0.95083754048286417,0.5863510861405584,0.916388936766326
1994,0.7377249864157317,0.7632229633479007,0.56578539785633986,0.87375011755584187,0.8034448183556312,0.6987179256595073
1995,0.6958584776070911,0.793223343811354,0.64935403086312127,0.82493754959974031,0.7598190048809782,0.7400590675452872
1996,0.045317344220733614,1.0,0.050844478646470063,1.0,0.0689416568928584,1.0
1997,0.47969722202452836,0.9458903767277447,0.46404809306572015,0.94951391230998328,0.5234254959560563,0.9347285923526328
1998,0.040378950218134486,1.0,0.079556140728906682,1.0,0.05234049562080121,1.0
1999,0.03339605651195696,1.0,0.026590563032677938,1.0,0.04279864494194813,1.0
2000,0.4305435125305034,0.9566235709749329,0.45452516426298439,0.95156852180715989,0.47410394856564375,0.9471408906269141
2001,0.34991503370779037,0.9709613368634394,0.4808860090492178,0.94547668848515842,0.42266816275829533,0.9581461695474828
2002,0.8350203623780212,0.5894518459654225,0.87407612587642447,0.52685723907517712,0.8627415572259315,0.5463614016510983
2003,0.37688433924879466,0.966875867134266,0.37428606565540895,0.96731398890731268,0.43336870906730585,0.9563713245399726
2004,0.9643049896293723,0.2274398391144837,0.96931460525468904,0.20844281745510251,0.9739554256623849,0.18946106037653973
2005,0.9006843482744634,0.43253828156637003,0.94162704184110657,0.33120644610486821,0.9241200247672848,0.37853083688255273
2006,0.37679360240534027,0.9665327187550652,0.41324434148088163,0.95993138776601827,0.4390438783880439,0.9547649424194098
2007,0.997143016826637,0.03761112433575802,0.99768966674575554,0.032499671051545304,0.9985280486000495,0.023779259090561895
2008,0.38774017703982006,0.9649671768892306,0.50614549508141149,0.93960631905526926,0.45056163133523625,0.9527266699024153
2009,0.5648754230468402,0.8711477162263939,0.58965234051744275,0.85864123508718548,0.6018668900381658,0.8521222586680222
2010,0.6976697734691819,0.7418263628050279,0.78846661443401733,0.6499303613574946,0.7455098059207901,0.6970565783011828
2011,0.3466757088603961,0.9714234974566733,0.57213124385416481,0.91999391701060362,0.39135965433413866,0.9639882274194267
2012,0.7933311591750787,0.6443626695787179,0.88893714151481429,0.49895805342982646,0.8293609751873715,0.5972436101020346
2013,0.2826050480630609,0.9802947937000179,0.50393368607526656,0.93964761307057276,0.3221699870071308,0.9750296005242424
2014,0.5282420033177544,0.8879747094557264,0.532298167466697,0.88619261320107867,0.5928812197296747,0.8568751865464206
2015,0.026101324375275445,1.0,0.061741904615154081,1.0,0.033641530311600984,1.0
